"id","name","facilityType","address","city","state","stateFips","county","countyFips","postalCode","latitude","longitude","phone","website","services","monday","tuesday","wednesday","thursday","friday","saturday","sunday","hoursNotes","priceLevel","acceptsSlidingScale","estimatedVisitCost","priceNotes","acceptsMedicaid","acceptsMedicare","acceptsUninsured","insuranceNotes","accessibilityInfo","sourceName","sourceUrl","sourceLastChecked","sourceNotes","sourceId","sourceDataset","sourceLastUpdated","lastVerified","verificationStatus","isDemoData"
"hrsa-bps-h80-001442","CAMCARE - SOUTH HEALTH CENTER","community_health_center","8th St & Carl Miller Blvd","Camden","NJ","34","Camden County","34007","08104-1425","39.92341499","-75.11237802","856-541-4926","www.camcare.net","","","","","","","","","HRSA operating hours per week: 45.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-001442","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-001532","Metropolitan Family Health Network, Inc. at West New York","community_health_center","5300 Bergenline Ave","West New York","NJ","34","Hudson County","34017","07093-5616","40.7848562","-74.01933611","201-478-5800","www.metrofhn.com","","","","","","","","","HRSA operating hours per week: 44.50","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-001532","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-001647","CAMCARE - EAST HEALTH CENTER","community_health_center","2610 Federal St","Camden","NJ","34","Camden County","34007","08105-1936","39.94616054","-75.08829279","856-635-0203","WWW.CAMCARE.NET","","","","","","","","","HRSA operating hours per week: 45.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-001647","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-001742","NEWARK COMMUNITY HEALTH CENTERS, INC.","community_health_center","101 Ludlow St","Newark","NJ","34","Essex County","34013","07114-1108","40.68924312","-74.20536733","973-565-0355","www.nchcfqhc.org","","","","","","","","","HRSA operating hours per week: 52.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-001742","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-001818","PATERSON COMMUNITY HEALTH CENTER, INC.","community_health_center","32 Clinton St","Paterson","NJ","34","Passaic County","34031","07522-1799","40.92431787","-74.17208263","973-790-6594","www.patersonchc.org","","","","","","","","","HRSA operating hours per week: 40.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-001818","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-001959","CAMCARE - GENERATIONS HEALTH CENTER","community_health_center","121 White Horse Pike","Clementon","NJ","34","Camden County","34007","08021-4158","39.81146051","-74.98322807","856-627-7701","WWW.CAMCARE.NET","","","","","","","","","HRSA operating hours per week: 55.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-001959","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-002380","ORANGE COMMUNITY HEALTH CENTER","community_health_center","37 N Day St","Orange","NJ","34","Essex County","34013","07050-3608","40.77345363","-74.22943865","973-365-2611","www.nchcfqhc.org","","","","","","","","","HRSA operating hours per week: 40.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-002380","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-002429","Community Health Center of Asbury Park","community_health_center","1301 Main St","Asbury Park","NJ","34","Monmouth County","34025","07712-5359","40.22610169","-74.01032196","732-774-6333","http://vnachc.org/","","","","","","","","","HRSA operating hours per week: 57.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-002429","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-002607","BURLINGTON CITY HEALTH CENTER","community_health_center","651 High St","Burlington","NJ","34","Burlington County","34005","08016-2737","40.07046433","-74.85437977","609-386-0775 x7115","www.sjfmc.org","","","","","","","","","HRSA operating hours per week: 60.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-002607","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-002609","Women and Children's Health Pavilion","community_health_center","1125 Atlantic Ave","Atlantic City","NJ","34","Atlantic County","34001","08401-4806","39.3632977","-74.42529875","609-572-0000","www.sjfmc.org","","","","","","","","","HRSA operating hours per week: 54.50","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-002609","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-002746","Mary Eliza Mahoney Health Center @110 William Street","community_health_center","110 William St","Newark","NJ","34","Essex County","34013","07102-1290","40.73443901","-74.17892","973-733-7600","","","","","","","","","","HRSA operating hours per week: 44.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-002746","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-002758","Keyport Primary Care Center","community_health_center","35 Broad St","Keyport","NJ","34","Monmouth County","34025","07735-1267","40.43801267","-74.20173043","732-888-4149","http://vnachc.org/","","","","","","","","","HRSA operating hours per week: 51.50","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-002758","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-002970","OCEAN HEALTH INITIATIVES LAKEWOOD SITE","community_health_center","101 2nd St","Lakewood","NJ","34","Ocean County","34029","08701-3324","40.09320494","-74.20880618","732-363-6655","WWW.OHINJ.ORG","","","","","","","","","HRSA operating hours per week: 54.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-002970","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-003004","North Hudson Community Action Corporation Health Center @ Garfield","community_health_center","535 Midland Ave","Garfield","NJ","34","Bergen County","34003","07026-1658","40.88219897","-74.10088607","973-340-1156","www.nhcac.org","","","","","","","","","HRSA operating hours per week: 50.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-003004","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-003005","Henry J. Austin Health Center-Chambers","community_health_center","317 Chambers St","Trenton","NJ","34","Mercer County","34021","08609-2603","40.21917224","-74.74457508","609-392-2635","www.henryjaustin.org","","","","","","","","","HRSA operating hours per week: 40.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-003005","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-003026","ATLANTIC CITY","community_health_center","1301 Atlantic Ave","Atlantic City","NJ","34","Atlantic County","34001","08401-7247","39.36252996","-74.42718996","609-572-0000","www.sjfmc.org","","","","","","","","","HRSA operating hours per week: 60.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-003026","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-003387","Hammonton - SOUTHERN JERSEY FAMILY MEDICAL","community_health_center","860 S White Horse Pike","Hammonton","NJ","34","Atlantic County","34001","08037-2030","39.62007027","-74.77501966","609-567-0434 x4215","www.sjfmc.org","","","","","","","","","HRSA operating hours per week: 58.50","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-003387","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-003611","Neighborhood Health Center Plainfield","community_health_center","1700 Myrtle Ave","Plainfield","NJ","34","Union County","34039","07063-1000","40.59933162","-74.45721318","908-753-6401","www.nhscnj.org","","","","","","","","","HRSA operating hours per week: 46.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-003611","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-003728","CompleteCare Women's Medical Professionals","community_health_center","484 S Brewster Rd","South Vineland","NJ","34","Cumberland County","34011","08361-7874","39.47689391","-74.9771625","856-451-4700","www.completecarenj.org","","","","","","","","","HRSA operating hours per week: 44.50","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-003728","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-004594","CompleteCare Dental Professionals","community_health_center","335 Delsea Dr N","Glassboro","NJ","34","Gloucester County","34015","08028-1403","39.71021265","-75.11019898","856-451-4700","www.completecarenj.org","","","","","","","","","HRSA operating hours per week: 46.50","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-004594","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-004754","EAST ORANGE PRIMARY CARE CENTER","community_health_center","444 William St","East Orange","NJ","34","Essex County","34013","07017-2213","40.76569894","-74.21327767","973-675-1900","www.nchcfqhc.org","","","","","","","","","HRSA operating hours per week: 58.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-004754","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-004921","Neighborhood Health Center The Healthy Place","community_health_center","427 Darrow Ave","Plainfield","NJ","34","Union County","34039","07060-2012","40.60634878","-74.43014299","908-731-4288","www.phcmednet.org","","","","","","","","","HRSA operating hours per week: 8.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: School. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-004921","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-004925","Teen Center at Bridgeton High School","community_health_center","111 Northwest Ave","Bridgeton","NJ","34","Cumberland County","34011","08302","39.46539629","-75.209465","856-451-4700","www.completecarenj.org","","","","","","","","","HRSA operating hours per week: 40.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: School. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-004925","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
